id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,ISBN
1487,It,,1986,/wiki/It_(novel),Stephen King,It,/wiki/It_(2017_film),2017,0-670-81302-8
1488,It Can't Happen Here,,1935,/wiki/It_Can%27t_Happen_Here,Sinclair Lewis,Shadow of the Land,/wiki/It_Can%27t_Happen_Here#Shadow_of_the_Land_(1968)_(TV),0,045121658X
1489,It Can't Happen Here,,1935,/wiki/It_Can%27t_Happen_Here,Sinclair Lewis,United States: It Can't Happen Here,,1968,045121658X
1490,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,/wiki/Ivanhoe_(1913_U.S._film),1913,
1491,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,/wiki/Ivanhoe_(1952_film),1952,
1492,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,/wiki/Ivanhoe#1970:_A_TV_miniseries_starring_Eric_Flynn_as_Ivanhoe.,1970,
1493,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,/wiki/Ivanhoe_(1982_film),1982,
1494,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,The Ballad of the Valiant Knight Ivanhoe,/wiki/The_Ballad_of_the_Valiant_Knight_Ivanhoe,0,
1495,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Баллада о доблестном рыцаре Айвенго,,1983,
1496,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,"/wiki/Ivanhoe#1986:_Ivanhoe,_a_1986_animated_telemovie_produced_by_Burbank_Films_in_Australia.",1986,
1497,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Ivanhoe,/wiki/Ivanhoe_(1997_TV_series),1997,
1498,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,The Legend of Ivanhoe,"/wiki/Ivanhoe#1999:_The_Legend_of_Ivanhoe,_a_Columbia_TriStar_International_Television_production_dubbed_into_English_starring_John_Haverson_as_Ivanhoe_and_Rita_Shaver_as_Rowena.",1999,
1499,Ivanhoe,,1820,/wiki/Ivanhoe,Sir Walter Scott,Darkest Knight,/wiki/Ivanhoe#2000:_A_Channel_5_adaptation_entitled_Darkest_Knight_attempted_to_adapt_Ivanhoe_for_an_on-going_series._Ben_Pullen_played_Ivanhoe_and_Charlotte_Comer_played_Rebecca.,2000,
1500,Jack in the Box,,1980,,William Kotzwinkle,Book of Love,/wiki/Book_of_Love_(1990_film),1990,
1501,Jack's Return Home,,1970,/wiki/Jack%27s_Return_Home,Ted Lewis,Get Carter,/wiki/Get_Carter,1971,0-7181-0730-6
1502,Jack's Return Home,,1970,/wiki/Jack%27s_Return_Home,Ted Lewis,Hit Man,/wiki/Hit_Man_(film),1972,0-7181-0730-6
1503,Jack's Return Home,,1970,/wiki/Jack%27s_Return_Home,Ted Lewis,Get Carter,/wiki/Get_Carter_(2000_film),2000,0-7181-0730-6
1504,James and the Giant Peach,,1961,/wiki/James_and_the_Giant_Peach,Roald Dahl,James and the Giant Peach,/wiki/James_and_the_Giant_Peach_(film),1996,
1505,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre#Motion_picture_versions_(1915-1926)_-_Jane_Eyre_(1915_film),1915,
1506,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,The Castle of Thornfield,/wiki/Jane_Eyre#Motion_picture_versions_(1915-1926)_-_The_Castle_of_Thornfield_(1915),1915,
1507,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Woman and Wife,/wiki/Jane_Eyre#Motion_picture_versions_(1915-1926)_-_Woman_and_Wife_(1918),1918,
1508,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre#Motion_picture_versions_(1915-1926)_-_Jane_Eyre_(1921_film),1921,
1509,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Orphan of Lowood,/wiki/Jane_Eyre#Motion_picture_versions_(1915-1926)_-_Orphan_of_Lowood_(1926),1926,
1510,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre_(1934_film),1934,
1511,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,I Walked with a Zombie,/wiki/I_Walked_with_a_Zombie,1943,
1512,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre_(1944_film),1944,
1513,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Sangdil,/wiki/Sangdil,1952,
1514,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,,0,
1515,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,The Orphan Girl,/wiki/Jane_Eyre#Motion_picture_versions_(1934–2011)_-_The_Orphan_Girl_(1956),1956,
1516,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,El Secreto,/wiki/Jane_Eyre#Motion_picture_versions_(1934–2011)_-_El_Secreto_(The_Secret)_(1963),0,
1517,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre_(1970_film),1970,
1518,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Shanti Nilayam,/wiki/Jane_Eyre#Motion_picture_versions_(1934–2011)_-_Shanti_Nilayam_(1972),1972,
1519,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Ardiente Secreto,/wiki/Jane_Eyre#Motion_picture_versions_(1934–2011)-_Ardiente_Secreto_(Ardent_Secret),1978,
1520,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre_(1996_film),1996,
1521,Jane Eyre,,1847,/wiki/Jane_Eyre,Charlotte Brontë,Jane Eyre,/wiki/Jane_Eyre_(2011_film),2011,
1522,Jassy,,1944,,Norah Lofts,Jassy,/wiki/Jassy_(film),1947,
1523,Jaws,,1974,/wiki/Jaws_(novel),Peter Benchley,Jaws,/wiki/Jaws_(film_series),1975,
1524,Jaws,,1974,/wiki/Jaws_(novel),Peter Benchley,Jaws,/wiki/Jaws_(film),1975,
1525,Jaws,,1974,/wiki/Jaws_(novel),Peter Benchley,Jaws 2,/wiki/Jaws_2,1978,
1526,Jaws,,1974,/wiki/Jaws_(novel),Peter Benchley,Jaws 3-D,/wiki/Jaws_3-D,1983,
1527,Jaws,,1974,/wiki/Jaws_(novel),Peter Benchley,Jaws: The Revenge,/wiki/Jaws:_The_Revenge,1987,
1528,Jean le Bleu,,1932,,Jean Giono,La femme du boulanger,/wiki/The_Baker%27s_Wife_(film),0,
1529,Jean le Bleu,,1932,,Jean Giono,The Baker's Wife,,1938,
1530,The Jewel of Seven Stars,,1903,/wiki/The_Jewel_of_Seven_Stars,Bram Stoker,The Curse of the Mummy,"/wiki/The_Jewel_of_Seven_Stars#Film,_TV_or_theatrical_adaptations_-_The_Curse_of_the_Mummy",1970,
1531,The Jewel of Seven Stars,,1903,/wiki/The_Jewel_of_Seven_Stars,Bram Stoker,Blood from the Mummy's Tomb,/wiki/Blood_from_the_Mummy%27s_Tomb,1971,
1532,The Jewel of Seven Stars,,1903,/wiki/The_Jewel_of_Seven_Stars,Bram Stoker,The Awakening,/wiki/The_Awakening_(1980_film),1980,
1533,The Jewel of Seven Stars,,1903,/wiki/The_Jewel_of_Seven_Stars,Bram Stoker,Bram Stoker's Legend of the Mummy,"/wiki/The_Jewel_of_Seven_Stars#Film,_TV_or_theatrical_adaptations_-_Bram_Stoker's_Legend_of_the_Mummy",1997,
1534,Jim Kane,,1970,,,Pocket Money,/wiki/Pocket_Money,1972,
1535,Jimmy the Kid,,1967,,Donald E. Westlake,Come ti rapisco il pupo,,1976,
1536,Jimmy the Kid,,1967,,Donald E. Westlake,Jimmy the Kid,/wiki/Jimmy_the_Kid,1982,
1537,Jimmy the Kid,,1967,,Donald E. Westlake,Jimmy the Kid,,1998,
1538,Jitter Joint,,1999,,Howard Swindle,D-Tox,/wiki/D-Tox,0,
1539,Jitter Joint,,1999,,Howard Swindle,Eye See You,,2002,
1540,Johnny Tremain,,1944,/wiki/Johnny_Tremain,Esther Forbes,Johnny Tremain,/wiki/Johnny_Tremain_(film),1957,0-440-44250-8
1541,Josepha,,1981,,Christopher Frank,Josepha,https://fr.wikipedia.org/wiki/Josepha#Film,1982,
1542,Journal d'un curé de campagne,,1936,,Georges Bernanos,Diary of a Country Priest,/wiki/Diary_of_a_Country_Priest,1951,
1543,A Journey to Matecumbe,,1961,,Robert Lewis Taylor,Treasure of Matecumbe,/wiki/Treasure_of_Matecumbe,1976,
1544,Journey to Shiloh,,1960,,Henry Wilson Allen,Journey to Shiloh,,1963,
1545,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,Havoc in Heaven,/wiki/Havoc_in_Heaven,1961,
1546,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,Monkey Goes West,/wiki/List_of_media_adaptations_of_Journey_to_the_West#Monkey_Goes_West_(1966),1966,
1547,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,Princess Iron Fan,/wiki/Princess_Iron_Fan_(1966_film),1966,
1548,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Cave of the Silken Web,/wiki/The_Cave_of_the_Silken_Web_(1967_film),1967,
1549,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Land of Many Perfumes,/wiki/List_of_media_adaptations_of_Journey_to_the_West#The_Land_of_Many_Perfumes,1968,
1550,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,A Chinese Odyssey,/wiki/A_Chinese_Odyssey,1995,
1551,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,Heavenly Legend,/wiki/List_of_media_adaptations_of_Journey_to_the_West#Heavenly_Legend_(1998),1998,
1552,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,A Chinese Tall Story,/wiki/A_Chinese_Tall_Story,2005,
1553,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Fire Ball,/wiki/List_of_media_adaptations_of_Journey_to_the_West#The_Fire_Ball_(2005),2005,
1554,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Adventures of Super Monkey,/wiki/List_of_media_adaptations_of_Journey_to_the_West#The_Adventures_of_Super_Monkey_(2007),2007,
1555,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Forbidden Kingdom,/wiki/The_Forbidden_Kingdom,2008,
1556,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,The Monkey King,/wiki/The_Monkey_King_(film),2012,
1557,Journey to the West,,1590,/wiki/Journey_to_the_West,Wu Cheng'en,Journey to the West,/wiki/List_of_media_adaptations_of_Journey_to_the_West#Journey_to_the_West_(TBA),0,
1558,The Joy Luck Club,,1989,/wiki/The_Joy_Luck_Club_(novel),Amy Tan,The Joy Luck Club,/wiki/The_Joy_Luck_Club_(film),1993,0-399-13420-4
1559,Jude the Obscure,,1895,/wiki/Jude_the_Obscure,Thomas Hardy,Jude the Obscure,"/wiki/Jude_the_Obscure#Film,_TV,_theatrical_adaptations,_cultural_references_-_Jude_the_Obscure_(1971)",1971,
1560,Jude the Obscure,,1895,/wiki/Jude_the_Obscure,Thomas Hardy,Jude,/wiki/Jude_(film),1996,
1561,A Judgement in Stone,,1977,/wiki/A_Judgement_in_Stone,Ruth Rendell,La Cérémonie,/wiki/La_C%C3%A9r%C3%A9monie,1995,0-09-129070-8
1562,The Juggler,,1965,,Donald E. Westlake,Made in U.S.A.,/wiki/Made_in_U.S.A._(1966_film),1966,
1563,Jumanji,,1981,/wiki/Jumanji,Chris Van Allsburg,Jumanji,/wiki/Jumanji_(film),1995,
1564,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,Elephant Boy,/wiki/Elephant_Boy_(film),1937,
1565,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,Jungle Book,/wiki/Jungle_Book_(1942_film),1942,
1566,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,The Jungle Book,/wiki/The_Jungle_Book_(1967_film),1967,
1567,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,The Jungle Book 2,/wiki/The_Jungle_Book_2,2003,
1568,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,Adventures of Mowgli,/wiki/Adventures_of_Mowgli,1967,
1569,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,The Jungle Book,/wiki/The_Jungle_Book_(1994_film),1994,
1570,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,The Second Jungle Book: Mowgli & Baloo,/wiki/The_Second_Jungle_Book:_Mowgli_%26_Baloo,1997,
1571,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,Jungle Book: Mowgli's Story,/wiki/Jungle_Book:_Mowgli%27s_Story,1998,
1572,The Jungle Book,The Second Jungle Book,1895,/wiki/The_Jungle_Book,,Mowgli: The New Adventures of the Jungle Book,/wiki/Mowgli:_The_New_Adventures_of_the_Jungle_Book,1998,
1573,Jupiter Laughs,,1940,/wiki/Jupiter_Laughs,A. J. Cronin,Shining Victory,/wiki/Shining_Victory,1941,
1574,Jupiter Laughs,,1940,/wiki/Jupiter_Laughs,A. J. Cronin,Ich suche Dich,/wiki/Ich_suche_Dich,0,
1575,Jupiter Laughs,,1940,/wiki/Jupiter_Laughs,A. J. Cronin,I Seek You,,1956,
1576,Jurassic Park,,1990,/wiki/Jurassic_Park_(novel),Michael Crichton,Jurassic Park,/wiki/Jurassic_Park_(franchise),1993,0-394-58816-9
1577,Jurassic Park,,1990,/wiki/Jurassic_Park_(novel),Michael Crichton,Jurassic Park,/wiki/Jurassic_Park_(film),1993,0-394-58816-9
1578,Jurassic Park,,1990,/wiki/Jurassic_Park_(novel),Michael Crichton,The Lost World: Jurassic Park,/wiki/The_Lost_World:_Jurassic_Park,1997,0-394-58816-9
1579,Jurassic Park,,1990,/wiki/Jurassic_Park_(novel),Michael Crichton,Jurassic Park III,/wiki/Jurassic_Park_III,2001,0-394-58816-9
1580,The Jungle,,1906,/wiki/The_Jungle,Upton Sinclair,The Jungle,/wiki/The_Jungle_(1914_film),1914,
1581,Justine,,1957,/wiki/Justine_(Durrell_novel),Lawrence Durrell,Justine,/wiki/Justine_(1969_film),1969,
1582,Kaitei Gunkan,Kaitei Okoku,1931,,,Atragon,/wiki/Atragon,1963,
1583,Kaitei Gunkan,Kaitei Okoku,1931,,,Super Atragon,/wiki/Atragon#Super_Atragon,1995,
1584,Kami no Tsuki,,2012,,Mitsuyo Kakuta,Pale Moon,/wiki/Pale_Moon_(film),2014,
1585,Kenka erejii,,1963,,,Fighting Elegy,/wiki/Fighting_Elegy,1966,
1586,The Keys of the Kingdom,,1941,/wiki/The_Keys_of_the_Kingdom,A. J. Cronin,The Keys of the Kingdom,/wiki/The_Keys_of_the_Kingdom_(film),1944,
1587,Khamphiphaksa,The Judgment,1981,,Chart Korbjitti,Ai-Fak,/wiki/Ai-Fak,2004,
1588,Kidnapped,,1886,/wiki/Kidnapped_(novel),Robert Louis Stevenson,Kidnapped,/wiki/Kidnapped_(1938_film),1938,
1589,Kidnapped,,1886,/wiki/Kidnapped_(novel),Robert Louis Stevenson,Kidnapped,/wiki/Kidnapped_(1960_film),1960,
1590,Kidnapped,,1886,/wiki/Kidnapped_(novel),Robert Louis Stevenson,Kidnapped,/wiki/Kidnapped_(1971_film),1971,
1591,Kidnapped,,1886,/wiki/Kidnapped_(novel),Robert Louis Stevenson,Kidnapped,/wiki/Kidnapped_(1995_film),1995,
1592,The King's Damosel,,1976,/wiki/The_King%27s_Damosel,Vera Chapman,Quest for Camelot,/wiki/Quest_for_Camelot,1998,0-380-01916-7
1593,Kings Row,,1940,,Henry Bellamann,Kings Row,/wiki/Kings_Row,1942,
1594,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,Allan Quatermain,/wiki/King_Solomon%27s_Mines_(film)#Allan_Quatermain_(1919_film),1919,
1595,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Mines,/wiki/King_Solomon%27s_Mines_(1937_film),1937,
1596,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Mines,/wiki/King_Solomon%27s_Mines_(1950_film),1950,
1597,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,Watusi,/wiki/Watusi_(film),1959,
1598,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Treasure,/wiki/King_Solomon%27s_Mines_(film)#King_Solomon's_Treasure_(1977),1977,
1599,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Mines,/wiki/King_Solomon%27s_Mines_(1985_film),1985,
1600,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,Allan Quatermain and the Lost City of Gold,/wiki/Allan_Quatermain_and_the_Lost_City_of_Gold,1987,
1601,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Mines,/wiki/King_Solomon%27s_Mines_(film)#King_Solomon's_Mines_(1986_film),1986,
1602,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,The League of Extraordinary Gentlemen,/wiki/The_League_of_Extraordinary_Gentlemen_(film),2003,
1603,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,King Solomon's Mines,/wiki/King_Solomon%27s_Mines_(2004_film),2004,
1604,King Solomon's Mines,,1885,/wiki/King_Solomon%27s_Mines,H. Rider Haggard,Allan Quatermain and the Temple of Skulls,/wiki/Allan_Quatermain_and_the_Temple_of_Skulls,2008,
1605,King's Ransom,,1959,,Evan Hunter,High and Low,/wiki/High_and_Low_(1963_film),1963,
1606,Kings Go Forth,,1956,,Joe David Brown,Kings Go Forth,/wiki/Kings_Go_Forth,1958,
1607,Kings Row,,1940,,Henry Bellamann,Kings Row,/wiki/Kings_Row,1942,
1608,The Killer Angels,,1974,/wiki/The_Killer_Angels,Michael Shaara,Gettysburg,/wiki/Gettysburg_(1993_film),1993,0-679-50466-4
1609,The Killer Inside Me,,1952,/wiki/The_Killer_Inside_Me,Jim Thompson,The Killer Inside Me,/wiki/The_Killer_Inside_Me_(1976_film),1976,
1610,The Killer Inside Me,,1952,/wiki/The_Killer_Inside_Me,Jim Thompson,The Killer Inside Me,/wiki/The_Killer_Inside_Me_(2010_film),2010,
1611,Kipps,,1905,/wiki/Kipps,H. G. Wells,Kipps,/wiki/Kipps_(1921_film),1921,
1612,Kipps,,1905,/wiki/Kipps,H. G. Wells,Kipps,/wiki/Kipps_(1941_film),1941,
1613,Kipps,,1905,/wiki/Kipps,H. G. Wells,Kipps,/wiki/Kipps#Adaptations_-_Kipps_(1960_TV_serial),1960,
1614,Kipps,,1905,/wiki/Kipps,H. G. Wells,Half a Sixpence,/wiki/Half_a_Sixpence_(film),1967,
1615,"Kirishima, bukatsu yamerutteyo",,2010,,,The Kirishima Thing,/wiki/The_Kirishima_Thing,2012,
1616,Kiss of the Spider Woman,,1976,/wiki/Kiss_of_the_Spider_Woman_(novel),Manuel Puig,Kiss of the Spider Woman,/wiki/Kiss_of_the_Spider_Woman_(film),1985,
1617,Kiss the Girls,,1995,/wiki/Kiss_the_Girls_(novel),James Patterson,Kiss the Girls,/wiki/Kiss_the_Girls_(film),1997,0-316-69370-7
1618,Kiss Tomorrow Goodbye,,1948,,Horace McCoy,Kiss Tomorrow Goodbye,/wiki/Kiss_Tomorrow_Goodbye_(film),1950,
1619," (1967), William Bradford Huie",,0,/wiki/William_Bradford_Huie,,The Klansman,/wiki/The_Klansman,1974,
1620,Kolchak: The Kolchak Papers,,1970,,,Kolchak: The Night Stalker,/wiki/Kolchak:_The_Night_Stalker,1972,
1621,Kolchak: The Kolchak Papers,,1970,,,The Night Stalker,/wiki/The_Night_Stalker_(1972_film),1972,
1622,Kolchak: The Kolchak Papers,,1970,,,The Night Strangler,/wiki/The_Night_Strangler_(film),1973,
1623,Kolchak: The Kolchak Papers,,1970,,,Crackle of Death,/wiki/Crackle_of_Death,1974,
1624,Kolchak: The Kolchak Papers,,1970,,,The Demon and the Mummy,/wiki/Kolchak:_The_Night_Stalker#Compliation_film_-_The_Demon_and_the_Mummy_(1976)_(TV),1976,
1625,Kowloon Tong,,1997,/wiki/Kowloon_Tong_(novel),Paul Theroux,Chinese Box,/wiki/Paul_Theroux#Adaptations_-_Chinese_Box_(1997),1997,0-395-86029-6
1626,Kuroi Ame,Black Rain,1966,/wiki/Black_Rain_(novel),Masuji Ibuse,Black Rain,/wiki/Black_Rain_(Japanese_film),1989,0-87011-364-X
1627,L.A. Confidential,,1990,/wiki/L.A._Confidential,James Ellroy,L.A. Confidential,/wiki/L.A._Confidential_(film),1997,0-89296-293-3
1628,"Lad, A Dog",,1919,"/wiki/Lad,_A_Dog",Albert Payson Terhune,"Lad, A Dog","/wiki/Lad,_A_Dog_(film)",1963,
1629,Lady Audley's Secret,,1862,/wiki/Lady_Audley%27s_Secret,Mary Elizabeth Braddon,Lady Audley's Secret,/w/index.php?title=Lady_Audley%27s_Secret_(1912_film)&action=edit&redlink=1,1912,978-0-19-953724-2
1630,Lady Audley's Secret,,1862,/wiki/Lady_Audley%27s_Secret,Mary Elizabeth Braddon,Lady Audley's Secret,/wiki/Lady_Audley%27s_Secret_(1915_film),0,978-0-19-953724-2
1631,Lady Audley's Secret,,1862,/wiki/Lady_Audley%27s_Secret,Mary Elizabeth Braddon,Secrets of Society,,1915,978-0-19-953724-2
1632,Lady Audley's Secret,,1862,/wiki/Lady_Audley%27s_Secret,Mary Elizabeth Braddon,Lady Audley's Secret,/wiki/Lady_Audley%27s_Secret_(1920_film),1920,978-0-19-953724-2
1633,Lady Audley's Secret,,1862,/wiki/Lady_Audley%27s_Secret,Mary Elizabeth Braddon,Lady Audley's Secret,/w/index.php?title=Lady_Audley%27s_Secret_(2000_film)&action=edit&redlink=1,2000,978-0-19-953724-2
1634,Lady L,,1958,/wiki/Lady_L_(novel),Romain Gary,Lady L,/wiki/Lady_L,1965,
1635,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/La_Dame_aux_Cam%C3%A9lias#Film_-_Camille_(1909_film),1909,
1636,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1915_film),1915,
1637,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1917_film),1917,
1638,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1921_film),1921,
1639,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1926_feature_film),1926,
1640,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(Barton_film),1926,
1641,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1936_film),1936,
1642,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille 2000,/wiki/Camille_2000,1969,
1643,The Lady of the Camellias,,1848,/wiki/The_Lady_of_the_Camellias,"Alexandre Dumas, fils",Camille,/wiki/Camille_(1984_film),1984,
1644,The Lair of the White Worm,,1911,/wiki/The_Lair_of_the_White_Worm,Bram Stoker,The Lair of the White Worm,/wiki/The_Lair_of_the_White_Worm_(film),1988,
1645,La lampe dans la fenêtre,,1972,,,Cordélia,/wiki/Cord%C3%A9lia,1980,
1646,The Land That Time Forgot,,1918,/wiki/The_Land_That_Time_Forgot_(novel),Edgar Rice Burroughs,The Caspak Trilogy,/wiki/Caprona_(island),1975,
1647,The Land That Time Forgot,,1918,/wiki/The_Land_That_Time_Forgot_(novel),Edgar Rice Burroughs,The Land That Time Forgot,/wiki/The_Land_That_Time_Forgot_(1975_film),1975,
1648,The Land That Time Forgot,,1918,/wiki/The_Land_That_Time_Forgot_(novel),Edgar Rice Burroughs,The People That Time Forgot,/wiki/The_People_That_Time_Forgot_(film),1977,
1649,The Land That Time Forgot,,1918,/wiki/The_Land_That_Time_Forgot_(novel),Edgar Rice Burroughs,The Land That Time Forgot,/wiki/The_Land_That_Time_Forgot_(2009_film),2009,
1650,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Lassie,/wiki/Lassie,1943,
1651,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Lassie Come Home,/wiki/Lassie_Come_Home,1943,
1652,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Son of Lassie,/wiki/Son_of_Lassie,1945,
1653,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Courage of Lassie,/wiki/Courage_of_Lassie,1946,
1654,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Hills of Home,/wiki/Hills_of_Home_(film),1948,
1655,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,The Sun Comes Up,/wiki/The_Sun_Comes_Up,1949,
1656,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Challenge to Lassie,/wiki/Challenge_to_Lassie,1950,
1657,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,The Painted Hills,/wiki/The_Painted_Hills,1951,
1658,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Lassie's Great Adventure,/wiki/Lassie%27s_Great_Adventure,1963,
1659,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,The Magic of Lassie,/wiki/The_Magic_of_Lassie,1988,
1660,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Lassie,/wiki/Lassie_(1994_film),1994,
1661,Lassie Come-Home,,1940,/wiki/Lassie_Come-Home,Eric Knight,Lassie,/wiki/Lassie_(2005_film),2005,
1662,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1900_film)",1900,
1663,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1908_film)",0,
1664,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Gli ultimi giorni di Pompei,,1908,
1665,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1913_film)",0,
