id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,ISBN
2796,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,The Revenge of Tarzan,/wiki/The_Revenge_of_Tarzan,1920,
2797,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,The Son of Tarzan,/wiki/The_Son_of_Tarzan_(film),1920,
2798,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,The Adventures of Tarzan,/wiki/The_Adventures_of_Tarzan,1921,
2799,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Golden Lion,/wiki/Tarzan_and_the_Golden_Lion_(film),1927,
2800,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan the Mighty,/wiki/Tarzan_the_Mighty,1928,
2801,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan the Tiger,/wiki/Tarzan_the_Tiger,1929,
2802,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan the Ape Man,/wiki/Tarzan_the_Ape_Man_(1932_film),1932,
2803,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan the Fearless,/wiki/Tarzan_the_Fearless,1933,
2804,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and His Mate,/wiki/Tarzan_and_His_Mate,1934,
2805,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,The New Adventures of Tarzan,/wiki/The_New_Adventures_of_Tarzan,1935,
2806,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan Escapes,/wiki/Tarzan_Escapes,1936,
2807,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Green Goddess,/wiki/Tarzan_and_the_Green_Goddess,1938,
2808,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan’s Revenge,/wiki/Tarzan%E2%80%99s_Revenge,1938,
2809,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan Finds a Son!,/wiki/Tarzan_Finds_a_Son!,1939,
2810,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Secret Treasure,/wiki/Tarzan%27s_Secret_Treasure,1941,
2811,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's New York Adventure,/wiki/Tarzan%27s_New_York_Adventure,1942,
2812,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan Triumphs,/wiki/Tarzan_Triumphs,1943,
2813,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Desert Mystery,/wiki/Tarzan%27s_Desert_Mystery,1943,
2814,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Amazons,/wiki/Tarzan_and_the_Amazons,1945,
2815,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Leopard Woman,/wiki/Tarzan_and_the_Leopard_Woman,1946,
2816,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Huntress,/wiki/Tarzan_and_the_Huntress,1947,
2817,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Mermaids,/wiki/Tarzan_and_the_Mermaids,1948,
2818,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Magic Fountain,/wiki/Tarzan%27s_Magic_Fountain,1949,
2819,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Slave Girl,/wiki/Tarzan_and_the_Slave_Girl,1950,
2820,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Peril,/wiki/Tarzan%27s_Peril,1951,
2821,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Savage Fury,/wiki/Tarzan%27s_Savage_Fury,1952,
2822,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the She-Devil,/wiki/Tarzan_and_the_She-Devil,1953,
2823,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Hidden Jungle,/wiki/Tarzan%27s_Hidden_Jungle,1955,
2824,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Lost Safari,/wiki/Tarzan_and_the_Lost_Safari,1957,
2825,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Trappers,/wiki/Tarzan_and_the_Trappers,1958,
2826,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Fight for Life,/wiki/Tarzan%27s_Fight_for_Life,1958,
2827,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Greatest Adventure,/wiki/Tarzan%27s_Greatest_Adventure,1959,
2828,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,"Tarzan, the Ape Man","/wiki/Tarzan,_the_Ape_Man_(1959_film)",1959,
2829,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan the Magnificent,/wiki/Tarzan_the_Magnificent,1960,
2830,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan Goes to India,/wiki/Tarzan_Goes_to_India,1962,
2831,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Three Challenges,/wiki/Tarzan%27s_Three_Challenges,1963,
2832,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Valley of Gold,/wiki/Tarzan_and_the_Valley_of_Gold_(film),1966,
2833,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Great River,/wiki/Tarzan_and_the_Great_River,1967,
2834,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Jungle Boy,/wiki/Tarzan_and_the_Jungle_Boy,1968,
2835,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan's Deadly Silence,/wiki/Tarzan%27s_Deadly_Silence,1970,
2836,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Brown Prince,/wiki/Tarzan_and_the_Brown_Prince,1972,
2837,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,"Tarzan, the Ape Man","/wiki/Tarzan,_the_Ape_Man_(1981_film)",1981,
2838,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,"Greystoke: The Legend of Tarzan, Lord of the Apes","/wiki/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes",1984,
2839,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan and the Lost City,/wiki/Tarzan_and_the_Lost_City_(film),1998,
2840,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan of the Apes,/wiki/Tarzan_of_the_Apes_(1999_film),1999,
2841,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Disney's Tarzan,/wiki/Tarzan#Disney_version,1999,
2842,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan,/wiki/Tarzan_(1999_film),1999,
2843,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan & Jane,/wiki/Tarzan_%26_Jane,2002,
2844,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan II,/wiki/Tarzan_II,2005,
2845,Telefon,,1975,,Walter Wager,Telefon,/wiki/Telefon_(film),1977,
2846,Ten Against Caesar,Trail's End at 'Dobe Town,1952,,,Gun Fury,/wiki/Gun_Fury,1953,
2847,Loving Care,,1984,,Andrew Neiderman,Tender Loving Care,/wiki/Tender_Loving_Care_(video_game),1999,
2848,The Terminal Man,,1972,/wiki/The_Terminal_Man,Michael Crichton,The Terminal Man,/wiki/The_Terminal_Man_(film),1974,0-394-44768-9
2849,Terms of Endearment,,1975,,Larry McMurtry,Terms of Endearment,/wiki/Terms_of_Endearment,1983,
2850,As Terras Do Risco,,1994,,Agustina Bessa-Luís,The Convent,/wiki/The_Convent_(film),1995,
2851,Tess of the d'Urbervilles,,1891,/wiki/Tess_of_the_d%27Urbervilles,Thomas Hardy,Tess of the d'Urbervilles,"/wiki/Tess_of_the_d%27Urbervilles#1913:_The_'lost'_silent_version,_mentioned_above_(in_theatre),_starring_Minnie_Maddern_Fiske_as_Tess_and_Scots-born_David_Torrence_as_Alec.",1913,
2852,Tess of the d'Urbervilles,,1891,/wiki/Tess_of_the_d%27Urbervilles,Thomas Hardy,Tess of the d'Urbervilles,/wiki/Tess_of_the_d%27Urbervilles_(1924_film),1924,
2853,Tess of the d'Urbervilles,,1891,/wiki/Tess_of_the_d%27Urbervilles,Thomas Hardy,Tess,/wiki/Tess_(1979_film),1979,
2854,The Tesseract,,1998,/wiki/The_Tesseract_(novel),Alex Garland,The Tesseract,/wiki/The_Tesseract_(film),2003,0-670-87016-1
2855,Tex,,1979,/wiki/Tex_(novel),S. E. Hinton,Tex,/wiki/Tex_(film),1982,0-440-97850-5
2856,Texas,,1985,/wiki/Texas_(novel),James A. Michener,James A. Michener's Texas,/wiki/James_A._Michener%27s_Texas,1994,0-394-54154-5
2857,Texasville,,1987,,Larry McMurtry,Texasville,/wiki/Texasville,1990,
2858,Theatre,,1937,,W. Somerset Maugham,Bezaubernde Julia,,1960,
2859,Theatre,,1937,,W. Somerset Maugham,Du bist zauberhaft,/wiki/Adorable_Julia,0,
2860,Theatre,,1937,,W. Somerset Maugham,Adorable Julia,,1962,
2861,Theatre,,1937,,W. Somerset Maugham,Theatre,/wiki/W._Somerset_Maugham#Film_adaptations_-_Theatre_(1978)_starring_Vija_Artmane._Based_on_the_novel_of_the_same_name.,1978,
2862,Theatre,,1937,,W. Somerset Maugham,Poniro thilyko... katergara gynaika!,,1980,
2863,Theatre,,1937,,W. Somerset Maugham,Being Julia,/wiki/Being_Julia,2004,
2864,"There's a Porpoise Close Behind Us, Arthur Barker",,1936,,Noel Langley,These Foolish Things,/wiki/These_Foolish_Things_(film),2005,
2865,These Foolish Things,,2004,,Deborah Moggach,The Best Exotic Marigold Hotel,/wiki/The_Best_Exotic_Marigold_Hotel,2012,
2866,They Came to Cordura,,1958,,Glendon Swarthout,They Came to Cordura,/wiki/They_Came_to_Cordura,1959,
2867,They Do It with Mirrors,,1952,/wiki/They_Do_It_with_Mirrors,Agatha Christie,Murder Ahoy!,/wiki/Murder_Ahoy!,1964,
2868,They Do It with Mirrors,,1952,/wiki/They_Do_It_with_Mirrors,Agatha Christie,Murder with Mirrors,/wiki/Murder_with_Mirrors,1985,
2869,They Saved London,,1955,,Bernard Newman,Battle of the V-1,/wiki/Battle_of_the_V-1,1958,
2870,"They Shoot Horses, Don't They?",,1935,"/wiki/They_Shoot_Horses,_Don%27t_They%3F_(novel)",Horace McCoy,"They Shoot Horses, Don't They?","/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",1969,
2871,Thin Air,,1995,/wiki/Thin_Air_(novel),Robert B. Parker,Thin Air,/w/index.php?title=Spenser_(television_films)&action=edit&redlink=1,2000,0-399-14020-4
2872,The Thirteenth Guest,,1929,,Armitage Trail,The Thirteenth Guest,/wiki/The_Thirteenth_Guest_(film),1932,
2873,The Thirty-Nine Steps,,1915,/wiki/The_Thirty-Nine_Steps,John Buchan,The 39 Steps,/wiki/The_39_Steps_(1935_film),1935,
2874,The Thirty-Nine Steps,,1915,/wiki/The_Thirty-Nine_Steps,John Buchan,The 39 Steps,/wiki/The_39_Steps_(1959_film),1959,
2875,The Thirty-Nine Steps,,1915,/wiki/The_Thirty-Nine_Steps,John Buchan,The Thirty Nine Steps,/wiki/The_Thirty_Nine_Steps_(1978_film),1978,
2876,The Thirty-Nine Steps,,1915,/wiki/The_Thirty-Nine_Steps,John Buchan,The 39 Steps,/wiki/The_39_Steps_(2008_film),2008,
2877,The Thirty-Nine Steps,,1915,/wiki/The_Thirty-Nine_Steps,John Buchan,The Thirty-Nine Steps,/wiki/The_Thirty-Nine_Steps#2011,2011,
2878,Thieves Like Us,,1937,/wiki/Thieves_Like_Us_(novel),Frederick A. Stokes,They Live by Night,/wiki/They_Live_by_Night,1950,
2879,Thieves Like Us,,1937,/wiki/Thieves_Like_Us_(novel),Frederick A. Stokes,Thieves Like Us,/wiki/Thieves_Like_Us_(film),1974,
2880,Thomasina: The Cat Who Thought She Was God,,1957,,Paul Gallico,The Three Lives of Thomasina,/wiki/The_Three_Lives_of_Thomasina,1964,
2881,Thor,,1993,,,Bad Moon,/wiki/Bad_Moon,1996,
2882,Thunder Mountain,,1935,,Zane Grey,Thunder Mountain,,1935,
2883,Thunder Mountain,,1935,,Zane Grey,Thunder Mountain,,1947,
2884,Thunderball,,1961,/wiki/Thunderball_(novel),Ian Fleming,Thunderball,/wiki/Thunderball_(film),1965,
2885,Thunderball,,1961,/wiki/Thunderball_(novel),Ian Fleming,Never Say Never Again,/wiki/Never_Say_Never_Again,1983,
2886,Thunderhead,,1943,,Mary O'Hara,"Thunderhead, Son of Flicka","/wiki/Thunderhead,_Son_of_Flicka_(film)",1945,
2887,The Thundering Herd,,1925,,Zane Grey,The Thundering Herd,/wiki/The_Thundering_Herd_(1925_film),1925,
2888,The Thundering Herd,,1925,,Zane Grey,The Thundering Herd,/wiki/The_Thundering_Herd_(1933_film),1933,
2889,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,The Three Godfathers,/wiki/The_Three_Godfathers,1916,
2890,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,Marked Men,/wiki/Marked_Men_(1919_film),1919,
2891,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,Action,/wiki/Action_(1921_film),1921,
2892,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,Hell's Heroes,/wiki/Hell%27s_Heroes_(film),1930,
2893,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,Three Godfathers,/wiki/Three_Godfathers_(1936_film),1936,
2894,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,3 Godfathers,/wiki/3_Godfathers,1948,
2895,Three Godfathers,,1913,/wiki/Three_Godfathers,Peter B. Kyne,The Godchild,"/wiki/Peter_B._Kyne#Adaptations_of_The_Three_Godfathers_-_The_Godchild_(made-for-TV,_1974)",1974,
2896,Three-Ten to Yuma,,1953,/wiki/Three-Ten_to_Yuma,Elmore Leonard,3:10 to Yuma,/wiki/3:10_to_Yuma_(1957_film),1957,
2897,Three-Ten to Yuma,,1953,/wiki/Three-Ten_to_Yuma,Elmore Leonard,3:10 to Yuma,/wiki/3:10_to_Yuma_(2007_film),2007,
2898,The Three Worlds of Johnny Handsome,,1973,,Morton Freedgood,Johnny Handsome,/wiki/Johnny_Handsome,1989,
2899,A Thrill a Minute with Jack Albany,,1967,,Morton Freedgood,Never a Dull Moment,/wiki/Never_a_Dull_Moment_(1968_film),1968,
2900,A Tiger Walks,,1960,,,A Tiger Walks,/wiki/A_Tiger_Walks,1964,
2901,Time After Time,,1979,/wiki/Time_After_Time_(Alexander_novel),Karl Alexander,Time After Time,/wiki/Time_After_Time_(1979_film),1979,978-0-385-29054-8
2902,The Time Machine,,1895,/wiki/The_Time_Machine,H. G. Wells,The Time Machine,/wiki/The_Time_Machine_(1960_film),1960,
2903,The Time Machine,,1895,/wiki/The_Time_Machine,H. G. Wells,The Time Machine,"/wiki/The_Time_Machine#Film,_television_and_theatrical_adaptations_-_1978_television_film",1978,
2904,The Time Machine,,1895,/wiki/The_Time_Machine,H. G. Wells,Time After Time,/wiki/Time_After_Time_(1979_film),1979,
2905,The Time Machine,,1895,/wiki/The_Time_Machine,H. G. Wells,The Time Machine,/wiki/The_Time_Machine_(2002_film),2002,
2906,A Time to Kill,,1989,/wiki/A_Time_to_Kill_(Grisham_novel),John Grisham,A Time to Kill,/wiki/A_Time_to_Kill_(1996_film),1996,0-440-21172-7
2907,The Time Traveler's Wife,,2003,/wiki/The_Time_Traveler%27s_Wife,Audrey Niffenegger,The Time Traveler's Wife,/wiki/The_Time_Traveler%27s_Wife_(film),2009,978-0-15-602943-8
2908,Timeline,,1999,/wiki/Timeline_(novel),Michael Crichton,Timeline,/wiki/Timeline_(2003_film),2003,0679444815
2909,"Tinker, Tailor, Soldier, Spy",,1974,"/wiki/Tinker,_Tailor,_Soldier,_Spy",John le Carré,"Tinker, Tailor, Soldier, Spy","/wiki/Tinker,_Tailor,_Soldier,_Spy_(film)",2011,0-394-49219-6
2910,To Catch a Thief,,1952,/wiki/To_Catch_a_Thief_(novel),David F. Dodge,To Catch a Thief,/wiki/To_Catch_a_Thief,1955,
2911,To Have and Have Not,,1937,/wiki/To_Have_and_Have_Not,Ernest Hemingway,To Have and Have Not,/wiki/To_Have_and_Have_Not_(film),1944,
2912,To Have and Have Not,,1937,/wiki/To_Have_and_Have_Not,Ernest Hemingway,The Breaking Point,/wiki/The_Breaking_Point_(1950_film),1950,
2913,To Have and Have Not,,1937,/wiki/To_Have_and_Have_Not,Ernest Hemingway,The Gun Runners,/wiki/The_Gun_Runners,1958,
2914,To Kill a Mockingbird,,1960,/wiki/To_Kill_a_Mockingbird,Harper Lee,To Kill a Mockingbird,/wiki/To_Kill_a_Mockingbird_(film),1962,
2915,"To Sir, With Love",,1959,"/wiki/To_Sir,_With_Love_(novel)",E.R. Braithwaite,"To Sir, with Love","/wiki/To_Sir,_with_Love",1967,
2916,"To Sir, With Love",,1959,"/wiki/To_Sir,_With_Love_(novel)",E.R. Braithwaite,"To Sir, with Love II","/wiki/To_Sir,_with_Love_II",1996,
2917,The Molly Fountain mini series - To the Devil,,1953,,Dennis Wheatley,To the Devil a Daughter,/wiki/To_the_Devil_a_Daughter,1976,
2918,To the Last Man,,1921,/wiki/To_the_Last_Man_(Zane_Grey),Zane Grey,To the Last Man,/wiki/To_the_Last_Man_(1933_film),1933,0-8125-6465-0
2919,Der Tod in Venedig,Death in Venice,1912,/wiki/Der_Tod_in_Venedig,Thomas Mann,Death in Venice,/wiki/Death_in_Venice_(film),1971,
2920,"Toby Tyler; or, Ten Weeks with a Circus",,1877,"/wiki/Toby_Tyler;_or,_Ten_Weeks_with_a_Circus",James Otis Kaler,Toby Tyler,/wiki/Toby_Tyler,1960,
2921,Toilers of the Sea,Les Travailleurs de la Mer,1866,/wiki/Toilers_of_the_Sea,Victor Hugo,Toilers of the Sea,,1914,
2922,Toilers of the Sea,Les Travailleurs de la Mer,1866,/wiki/Toilers_of_the_Sea,Victor Hugo,Toilers of the Sea,,1915,
2923,Toilers of the Sea,Les Travailleurs de la Mer,1866,/wiki/Toilers_of_the_Sea,Victor Hugo,Toilers of the Sea,,1923,
2924,Toilers of the Sea,Les Travailleurs de la Mer,1866,/wiki/Toilers_of_the_Sea,Victor Hugo,Toilers of the Sea,,1936,
2925,Toilers of the Sea,Les Travailleurs de la Mer,1866,/wiki/Toilers_of_the_Sea,Victor Hugo,Sea Devils,/wiki/Sea_Devils_(1953_film),1953,
2926,Topaz,,1967,/wiki/Topaz_(novel),Leon Uris,Topaz,/wiki/Topaz_(1969_film),1969,
2927,Touch,,1987,,Elmore Leonard,Touch,/wiki/Elmore_Leonard#Works_-_Films_-_Touch_(1997),1997,
2928,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,'Round the World in 80 Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1914_film_adaptation,1914,
2929,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in Eighty Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1919_film_adaptation,1919,
2930,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in 80 Days,/wiki/Around_the_World_in_80_Days_(1956_film),1956,
2931,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,The Three Stooges Go Around the World in a Daze,/wiki/The_Three_Stooges_Go_Around_the_World_in_a_Daze,1963,
2932,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in Eighty Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1972_Australian_film_adaptation,1972,
2933,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in Eighty Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1972_Canadian_film_adaptation,1972,
2934,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World with Willy Fog,/wiki/Around_the_World_with_Willy_Fog,1981,
2935,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Ginga Shippu Sasuraiger,/wiki/Ginga_Shippu_Sasuraiger,1983,
2936,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in Eighty Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#Around_the_World_in_Eighty_Ways,1987,
2937,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in 80 Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1988_film_adaptation,1988,
2938,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in 80 Days,/wiki/Around_the_World_in_80_Days_(TV_miniseries),1989,
2939,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in 80 Days,/wiki/Around_the_World_in_Eighty_Days_(novel)#1999_film_adaptation,1999,
2940,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Tweety's High-Flying Adventure,/wiki/Tweety%27s_High-Flying_Adventure,2000,
2941,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,1873,,Jules Verne,Around the World in 80 Days,/wiki/Around_the_World_in_80_Days_(2004_film),2004,
2942,Tous les hommes sont mortels,All Men Are Mortal,1946,,Simone de Beauvoir,All Men Are Mortal,/wiki/All_Men_Are_Mortal_(film),1995,
2943,The Tower,,1973,/wiki/The_Tower_(novel),Richard Martin Stern,The Towering Inferno,/wiki/The_Towering_Inferno,1974,
2944,A Town Like Alice,,1950,/wiki/A_Town_Like_Alice,Nevil Shute,A Town Like Alice,/wiki/A_Town_Like_Alice,1956,
2945,The Track of the Cat,,1949,/wiki/The_Track_of_the_Cat,Walter Van Tilburg Clark,Track of the Cat,/wiki/Track_of_the_Cat,1952,
2946,Trainspotting,,1993,/wiki/Trainspotting_(novel),Irvine Welsh,Trainspotting,/wiki/Trainspotting_(film),1996,0-7493-9606-7
2947,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island#1918_-_Treasure_Island_(1918_film)_--_Silent_version_released_by_Fox_Film_Corporation_and_directed_by_Sidney_Franklin,1918,
2948,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island_(1920_film),1920,
2949,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island_(1934_film),1934,
2950,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,"https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D1%81%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%B8%D1%89_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1937)",1937,
2951,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island_(1950_film),1950,
2952,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Long John Silver,/wiki/Long_John_Silver_(film),1954,
2953,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Return to Treasure Island,/wiki/Return_to_Treasure_Island_(1954_film),1954,
2954,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,"https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D1%81%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%B8%D1%89_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1971)",1971,
2955,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Animal Treasure Island,/wiki/Doubutsu_Takarajima,1971,
2956,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island_(1972_animated_film),1972,
2957,Treasure Island,,1883,/wiki/Treasure_Island,Robert Louis Stevenson,Treasure Island,/wiki/Treasure_Island_(1972_live-action_film),1972,
