index,id,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id,id_goodreads,imdbid
220,301,Beau Geste,1924,P. C. Wren,Beau Geste,1966,Beau Geste 1966,250477,997335,tt0060155
221,303,Beau Geste,1924,P. C. Wren,The Last Remake of Beau Geste,1977,The Last Remake of Beau Geste 1977,55628,997335,tt0076297
222,305,Beautiful Creatures,2009,0,Beautiful Creatures,2013,Beautiful Creatures 2013,109491,6304335,tt1559547
223,306,Bedelia,1945,Vera Caspary,Bedelia,1946,Bedelia 1946,39455,1097967,tt0038342
224,307,Bee Season,2000,Myla Goldberg,Bee Season,2005,Bee Season 2005,24618,531887,tt0387059
225,309,Before the Fact,1932,Anthony Berkeley,Suspicion,1941,Suspicion 1941,11462,442348,tt0034248
226,310,Behind That Curtain,1928,Earl Derr Biggers,Behind That Curtain,1929,Behind That Curtain 1929,47571,1808306,tt0019684
227,311,Being There,1971,Jerzy Kosinski,Being There,1979,Being There 1979,10322,677877,tt0078841
228,312,Bel Ami,1885,Guy de Maupassant,Bel Ami,1939,Bel Ami 1939,263528,780581,tt0031092
229,313,Bel Ami,1885,Guy de Maupassant,The Private Affairs of Bel Ami,1947,The Private Affairs of Bel Ami 1947,118536,780581,tt0039735
230,315,Bel Ami,1885,Guy de Maupassant,Bel Ami,2012,Bel Ami 2012,86467,780581,tt1440732
231,317,Belli Moda,1961,Anasuya Shankar,Belli Moda,1966,Belli Moda 1966,306438,13422381,tt0231246
232,318,Bellman and True,1975,0,Bellman and True,1987,Bellman and True 1987,146465,2125128,tt0092636
233,319,Bellman and True,1975,0,The Real McCoy,1993,The Real McCoy 1993,2047,2125128,tt0107927
234,320,Beloved,1987,Toni Morrison,Beloved,1998,Beloved 1998,39437,1514286,tt0120603
235,322,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben Hur,1907,Ben Hur 1907,113260,387749,tt0000582
236,324,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben-Hur,1959,Ben-Hur 1959,665,387749,tt0052618
237,325,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben Hur,2003,Ben Hur 2003,64609,387749,tt0363468
238,327,Benjamin Blake,1941,Edison Marshall,Son of Fury: The Story of Benjamin Blake,1942,Son of Fury: The Story of Benjamin Blake 1942,44530,7802270,tt0035360
239,328,Benjamin Blake,1941,Edison Marshall,Treasure of the Golden Condor,1953,Treasure of the Golden Condor 1953,245222,7802270,tt0046457
240,329,Benzina,1998,0,Gasoline,2001,Gasoline 2001,12800,3176295,tt0302309
241,330,Beowulf,0,unknown,Beowulf,2007,Beowulf 2007,2310,52357,tt0442933
242,332,Berlin Alexanderplatz,1929,Alfred Döblin,Berlin Alexanderplatz,1980,Berlin Alexanderplatz 1980,45560,243381,tt0080196
243,337,La Bête humaine,1890,Émile Zola,La Bête Humaine,1938,La Bête Humaine 1938,29415,28417,tt0029957
244,338,La Bête humaine,1890,Émile Zola,Human Desire,1954,Human Desire 1954,21564,28417,tt0047101
245,341,The Betsy,1971,Harold Robbins,The Betsy,1978,The Betsy 1978,58628,56776,tt0077228
246,346,Beyond This Place,1953,A. J. Cronin,Web of Evidence,1959,Web of Evidence 1959,129163,18662398,tt0052623
247,348,The BFG,1982,Roald Dahl,The BFG,1989,The BFG 1989,15433,1754747,tt0096866
248,349,The BFG,1982,Roald Dahl,The BFG,2016,The BFG 2016,267935,1754747,tt3691740
249,350,Bhowani Junction,1954,John Masters,Bhowani Junction,1956,Bhowani Junction 1956,81699,2573025,tt0049007
250,351,Bid Time Return,1975,Richard Matheson,Somewhere in Time,1980,Somewhere in Time 1980,16633,11787521,tt0081534
251,353,The Big Bounce,1966,Elmore Leonard,The Big Bounce,1969,The Big Bounce 1969,110528,313929,tt0064087
252,354,The Big Bounce,1966,Elmore Leonard,The Big Bounce,2004,The Big Bounce 2004,12634,313929,tt0315824
253,355,The Big Clock,1946,Kenneth Fearing,The Big Clock,1948,The Big Clock 1948,19974,166912,tt0040160
254,356,The Big Clock,1946,Kenneth Fearing,No Way Out,1987,No Way Out 1987,10083,166912,tt0093640
255,357,Big Fish: A Novel of Mythic Proportions,1998,Daniel Wallace,Big Fish,2003,Big Fish 2003,587,870589,tt0319061
256,358,The Big Fisherman,1948,Lloyd C. Douglas,The Big Fisherman,1959,The Big Fisherman 1959,193733,778667,tt0052627
257,359,The Big Heat,1952,William P. McGivern,The Big Heat,1953,The Big Heat 1953,14580,845175,tt0045555
258,360,Big Red,1945,Jim Kjelgaard,Big Red,1962,Big Red 1962,61871,123170,tt0055793
259,361,The Big Sleep,1939,Raymond Chandler,The Big Sleep,1946,The Big Sleep 1946,910,2052,tt0038355
260,362,The Big Sleep,1939,Raymond Chandler,The Big Sleep,1978,The Big Sleep 1978,1815,2052,tt0077234
261,364,Big Trouble,1999,Dave Barry,Big Trouble,2002,Big Trouble 2002,2185,1135284,tt0246464
262,366,Biggles,1932,W. E. Johns,It Couldn't Happen Here,1988,It Couldn't Happen Here 1988,30580,6041861,tt0093284
263,367,Billion-Dollar Brain,1966,Len Deighton,Billion Dollar Brain,1967,Billion Dollar Brain 1967,4889,3064632,tt0061405
264,368,Billy Bathgate,1989,E. L. Doctorow,Billy Bathgate,1991,Billy Bathgate 1991,12647,871284,tt0101453
265,369,Billy Liar,1969,Keith Waterhouse,Billy Liar,1963,Billy Liar 1963,26535,578644,tt0056868
266,370,Birdy,1978,William Wharton,Birdy,1984,Birdy 1984,11296,1834855,tt0086969
267,371,The Bishop's Wife,1928,Robert Nathan,The Bishop's Wife,1947,The Bishop's Wife 1947,19490,13137809,tt0039190
268,373,Biruma no tategoto,0,Michio Takeyama,The Burmese Harp,1956,The Burmese Harp 1956,33319,747651,tt0049012
269,375,Biruma no tategoto,0,Michio Takeyama,The Burmese Harp,1985,The Burmese Harp 1985,385221,747651,tt0088810
270,376,The Bitch,1979,Jackie Collins,The Bitch,1979,The Bitch 1979,50672,6791610,tt0078867
271,377,"[[Pascal Bruckner#Works - Lunes de fiel: roman, Seuil, 1981, .mw-parser-output cite.citation{font-style:inherit}.mw-parser-output .citation q{quotes:""\""""""\""""""'""""'""}.mw-parser-output .citation .cs1-lock-free a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lock-green.svg/9px-Lock-green.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .citation .cs1-lock-limited a,.mw-parser-output .citation .cs1-lock-registration a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lock-gray-alt-2.svg/9px-Lock-gray-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .citation .cs1-lock-subscription a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lock-red-alt-2.svg/9px-Lock-red-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration{color:#555}.mw-parser-output .cs1-subscription span,.mw-parser-output .cs1-registration span{border-bottom:1px dotted;cursor:help}.mw-parser-output .cs1-ws-icon a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/12px-Wikisource-logo.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output code.cs1-code{color:inherit;background:inherit;border:inherit;padding:inherit}.mw-parser-output .cs1-hidden-error{display:none;font-size:100%}.mw-parser-output .cs1-visible-error{font-size:100%}.mw-parser-output .cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration,.mw-parser-output .cs1-format{font-size:95%}.mw-parser-output .cs1-kern-left,.mw-parser-output .cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output .cs1-kern-right,.mw-parser-output .cs1-kern-wl-right{padding-right:0.2em}ISBN 978-2-02-005856-8|Bitter Moon]]",1981,Pascal Bruckner,Bitter Moon,1992,Bitter Moon 1992,10497,1231096,tt0104779
272,1820,Lunes de fiel,1981,Pascal Bruckner,Bitter Moon,1992,Bitter Moon 1992,10497,1231096,tt0104779
273,378,The Bitter Tea of General Yen,1932,Grace Zaring Stone,The Bitter Tea of General Yen,1933,The Bitter Tea of General Yen 1933,34187,20758123,tt0023814
274,379,Black Alibi,1942,Cornell Woolrich,The Leopard Man,1943,The Leopard Man 1943,28438,484111,tt0036104
275,380,The Black Angel,1943,Cornell Woolrich,Black Angel,1946,Black Angel 1946,20298,941105,tt0038360
276,384,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,Black Arrow,1985,Black Arrow 1985,315357,296264,tt0088813
277,387,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1988,The Black Arrow 1988,149612,296264,tt0254189
278,388,Black Beauty,1877,Anna Sewell,Black Beauty,1921,Black Beauty 1921,580237,3685,tt0011973
279,389,Black Beauty,1877,Anna Sewell,Black Beauty,1933,Black Beauty 1933,520703,3685,tt0023815
280,390,Black Beauty,1877,Anna Sewell,Black Beauty,1946,Black Beauty 1946,254138,3685,tt0038361
281,392,Black Beauty,1877,Anna Sewell,Black Beauty,1971,Black Beauty 1971,28356,3685,tt0066834
282,393,Black Beauty,1877,Anna Sewell,Black Beauty,1978,Black Beauty 1978,472260,3685,tt0343429
283,394,Black Beauty,1877,Anna Sewell,Black Beauty,1994,Black Beauty 1994,14522,3685,tt0109279
284,395,Black Beauty,1877,Anna Sewell,Black Beauty,1995,Black Beauty 1995,83300,3685,tt1119129
285,397,The Black Curtain,1941,Cornell Woolrich,Street of Chance,1942,Street of Chance 1942,42061,457641,tt0035388
286,398,The Black Dahlia,1987,James Ellroy,The Black Dahlia,2006,The Black Dahlia 2006,9676,541011,tt0387877
287,399,Black Narcissus,1939,Rumer Godden,Black Narcissus,1947,Black Narcissus 1947,16391,566993,tt0039192
288,400,The Black Path of Fear,1944,Cornell Woolrich,The Chase,1946,The Chase 1946,29100,921223,tt0038409
289,401,The Black Rose,1945,Thomas B. Costain,The Black Rose,1950,The Black Rose 1950,44398,401921,tt0042256
290,402,The Black Stallion,1989,0,The Black Stallion,1979,The Black Stallion 1979,17264,272895,tt0078872
291,403,The Black Stallion,1989,0,The Black Stallion,1979,The Black Stallion 1979,17264,272895,tt0078872
292,404,The Black Stallion,1989,0,The Black Stallion Returns,1983,The Black Stallion Returns 1983,24883,123203,tt0085248
293,406,Black Sunday,1971,Thomas Harris,Black Sunday,1977,Black Sunday 1977,50374,4640856,tt0075765
294,407,The Blackboard Jungle,1954,Evan Hunter,Blackboard Jungle,1955,Blackboard Jungle 1955,26516,165889,tt0047885
295,408,Blackbeard's Ghost,1965,Ben Stahl,Blackbeard's Ghost,1968,Blackbeard's Ghost 1968,16249,1267126,tt0062737
296,409,The Blank Wall,1947,Elisabeth Sanxay Holding,The Reckless Moment,1949,The Reckless Moment 1949,28007,2702246,tt0041786
297,410,The Blank Wall,1947,Elisabeth Sanxay Holding,The Deep End,2001,The Deep End 2001,24936,2702246,tt0250323
298,411,Blaze of Noon,1946,Ernest K. Gann,Blaze of Noon,1947,Blaze of Noon 1947,242538,990086,tt0039196
299,420,Bless the Beasts and Children,1970,Glendon Swarthout,Bless the Beasts & Children,1971,Bless the Beasts & Children 1971,94225,22402749,tt0068286
300,422,The Blessing,1951,Nancy Mitford,Count Your Blessings,1959,Count Your Blessings 1959,166672,153530,tt0052706
301,424,Blood Brother,1947,Elliott Arnold,Broken Arrow,1950,Broken Arrow 1950,37292,407235,tt0042286
302,425,Blood on the Moon,0,Luke Short,Blood on the Moon,1948,Blood on the Moon 1948,29966,2862646,tt0040175
303,426,Blood on the Moon,1984,James Ellroy,Cop,1988,Cop 1988,31701,941104,tt0092783
304,428,Blood Work,1998,Michael Connelly,Blood Work,2002,Blood Work 2002,9573,32504,tt0309377
305,429,Blue Fin,1969,Colin Thiele,Blue Fin,1978,Blue Fin 1978,90572,15121528,tt0077249
306,430,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1923,The Blue Lagoon 1923,505759,2300939,tt0210575
307,431,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1949,The Blue Lagoon 1949,228074,2300939,tt0041190
308,432,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1980,The Blue Lagoon 1980,5689,2300939,tt0080453
309,433,Blueprint,1999,0,Blueprint,2003,Blueprint 2003,7550,75745,tt0321473
310,434,The Body,1983,Richard Sapir,The Body,2001,The Body 2001,28308,2895824,tt0201485
311,435,The Body Snatchers,1955,Jack Finney,Invasion of the Body Snatchers,1956,Invasion of the Body Snatchers 1956,11549,127515,tt0049366
312,436,The Body Snatchers,1955,Jack Finney,Invasion of the Body Snatchers,1978,Invasion of the Body Snatchers 1978,11850,127515,tt0077745
313,437,The Body Snatchers,1955,Jack Finney,Body Snatchers,1993,Body Snatchers 1993,4722,127515,tt0106452
314,438,The Body Snatchers,1955,Jack Finney,The Invasion,2007,The Invasion 2007,4858,127515,tt0427392
315,439,The Body Snatchers,1955,Jack Finney,Invasion of the Pod People,2007,Invasion of the Pod People 2007,76666,127515,tt1027698
316,441,The Bonfire of the Vanities,1987,Tom Wolfe,The Bonfire of the Vanities,1990,The Bonfire of the Vanities 1990,9586,1093384,tt0099165
317,442,Bonjour Tristesse,1954,Françoise Sagan,Bonjour Tristesse,1958,Bonjour Tristesse 1958,1937,61672,tt0051429
318,443,Boogiepop and Others,1998,Kouhei Kadono,Boogiepop and Others,2000,Boogiepop and Others 2000,46956,391987,tt0331906
319,444,The Book of Daniel,1971,E. L. Doctorow,Daniel,1983,Daniel 1983,55819,749473,tt0085398
320,447,The Border Jumpers,1955,0,Man of the West,1958,Man of the West 1958,14674,4545982,tt0051899
321,451,The Borrowers,1952,Mary Norton,The Borrowers,1973,The Borrowers 1973,110227,348573,tt0069817
322,452,The Borrowers,1952,Mary Norton,The Borrowers,1997,The Borrowers 1997,9449,348573,tt0118755
323,454,The Bostonians,1885,Henry James,The Bostonians,1984,The Bostonians 1984,40775,194546,tt0086992
324,457,Bourne,2004,0,The Bourne Identity,2002,The Bourne Identity 2002,2501,7869,tt0258463
325,458,Bourne,2004,0,The Bourne Supremacy,2004,The Bourne Supremacy 2004,2502,15769,tt0372183
326,459,Bourne,2004,0,The Bourne Ultimatum,2007,The Bourne Ultimatum 2007,2503,31259,tt0440963
327,460,Bourne,2004,0,The Bourne Legacy,2012,The Bourne Legacy 2012,49040,123543,tt1194173
328,461,The Boy in the Striped Pyjamas,2006,John Boyne,The Boy in the Striped Pyjamas,2008,The Boy in the Striped Pyjamas 2008,14574,1161081,tt0914798
329,463,The Boys from Brazil,1976,Ira Levin,The Boys from Brazil,1978,The Boys from Brazil 1978,16241,99894,tt0077269
330,464,The Bravados,1958,Frank O'Rourke,The Bravados,1958,The Bravados 1958,61564,217224,tt0051433
331,465,The Brave Bulls,1949,Thomas C. Lea III,The Brave Bulls,1951,The Brave Bulls 1951,86258,1627737,tt0043359
332,467,The Brave Little Toaster: A Bedtime Story for Small Appliances,1988,0,The Brave Little Toaster,1987,The Brave Little Toaster 1987,19933,938625,tt0092695
333,468,The Brave Little Toaster: A Bedtime Story for Small Appliances,1988,0,The Brave Little Toaster Goes to Mars,1998,The Brave Little Toaster Goes to Mars 1998,20377,938739,tt0147926
334,470,Brave New World,1932,Aldous Huxley,Brave New World,1980,Brave New World 1980,38699,5129,tt0080468
335,471,Brave New World,1932,Aldous Huxley,Brave New World,1998,Brave New World 1998,27260,5129,tt0145600
336,473,Breakfast of Champions,1973,"Kurt Vonnegut, Jr.",Breakfast of Champions,1999,Breakfast of Champions 1999,12479,920920,tt0120618
337,474,Breakfast on Pluto,1998,Patrick McCabe,Breakfast on Pluto,2005,Breakfast on Pluto 2005,1420,1368622,tt0411195
338,475,Breakfast with Scot,1999,0,Breakfast with Scot,2007,Breakfast with Scot 2007,16240,1127856,tt0910847
339,476,Breakheart Pass,1974,Alistair MacLean,Breakheart Pass,1975,Breakheart Pass 1975,8043,149607,tt0072735
340,477,Breaking Smith's Quarter Horse,1963,Paul St. Pierre,Smith!,1969,Smith! 1969,132074,2448683,tt0065003
341,480,"Brideshead Revisited, The Sacred & Profane Memories of Captain Charles Ryder",1945,Evelyn Waugh,Brideshead Revisited,2008,Brideshead Revisited 2008,12568,30933,tt0412536
342,481,The Bridge of San Luis Rey,1927,Thornton Wilder,The Bridge of San Luis Rey,1929,The Bridge of San Luis Rey 1929,173582,92508,tt0019722
343,482,The Bridge of San Luis Rey,1927,Thornton Wilder,The Bridge of San Luis Rey,1944,The Bridge of San Luis Rey 1944,151386,92508,tt0036672
344,483,The Bridge of San Luis Rey,1927,Thornton Wilder,The Bridge of San Luis Rey,2004,The Bridge of San Luis Rey 2004,45881,92508,tt0356443
345,484,Bridge to Terabithia,1977,Katherine Paterson,Bridge to Terabithia,1985,Bridge to Terabithia 1985,169009,849065,tt0088853
346,485,Bridge to Terabithia,1977,Katherine Paterson,Bridge to Terabithia,2007,Bridge to Terabithia 2007,1265,849065,tt0398808
347,487,The Bridges of Madison County,1992,Robert James Waller,The Bridges of Madison County,1995,The Bridges of Madison County 1995,688,425068,tt0112579
348,489,Bridget Jones,1999,0,Bridget Jones's Diary,2001,Bridget Jones's Diary 2001,634,227443,tt0243155
349,490,Bridget Jones,1999,0,Bridget Jones: The Edge of Reason,2004,Bridget Jones: The Edge of Reason 2004,9801,363752,tt0317198
350,491,"Bright Lights, Big City",1984,Jay McInerney,"Bright Lights, Big City",1988,"Bright Lights, Big City 1988",17170,86147,tt0094799
351,492,Brighton Rock,1938,Graham Greene,Brighton Rock,1947,Brighton Rock 1947,13385,48862,tt0039220
352,493,Brighton Rock,1938,Graham Greene,Brighton Rock,2010,Brighton Rock 2010,62728,48862,tt1233192
353,494,Bringing Out the Dead,1998,Joe Connelly,Bringing Out the Dead,1999,Bringing Out the Dead 1999,8649,603834,tt0163988
354,495,Brødre i Blodet,1996,Ingvar Ambjørnsen,Elling,2001,Elling 2001,6007,1676751,tt0279064
355,497,Brødre i Blodet,1996,Ingvar Ambjørnsen,Elsk meg i morgen,2005,Elsk meg i morgen 2005,12076,1676751,tt0472767
356,923,Elsk meg i morgen,1999,Ingvar Ambjørnsen,Elsk meg i morgen,2005,Elsk meg i morgen 2005,12076,2263255,tt0472767
357,499,Broken April,1978,Ismail Kadare,Behind the Sun,2001,Behind the Sun 2001,36093,17902,tt0291003
358,500,Brothers in Law,1955,Henry Cecil,Brothers in Law,1957,Brothers in Law 1957,171164,4550891,tt0050214
359,501,The Brothers Karamazov,1880,Fyodor Dostoyevsky,The Brothers Karamazov,1958,The Brothers Karamazov 1958,43138,4934,tt0051435
360,503,Brown's Requiem,1981,James Ellroy,Brown's Requiem,1998,Brown's Requiem 1998,64166,1134739,tt0171135
361,504,Buddwing,1964,Evan Hunter,Mister Buddwing,1966,Mister Buddwing 1966,207681,165902,tt0059453
362,505,Buffalo Girls,1990,Larry McMurtry,Buffalo Girls,1995,Buffalo Girls 1995,108001,63445,tt0111903
363,507,Bump in the Night,1988,Isabelle Holland,Bump in the Night,1991,Bump in the Night 1991,349456,1188163,tt0101520
364,508,The Burglar in the Closet,1978,Lawrence Block,Burglar,1987,Burglar 1987,38921,402737,tt0092710
365,509,El burlador de Sevilla y convidado de piedra,1616,Tirso de Molina,Don Juan,1926,Don Juan 1926,89059,264397,tt0016804
366,510,[[Louis L'Amour#Novels - The Burning Hills (1956) ISBN 0-553-28210-7|The Burning Hills]],1956,Louis L'Amour,The Burning Hills,1956,The Burning Hills 1956,89079,633198,tt0049036
367,512,Burton and Speke,1982,William Harrison,Mountains of the Moon,1990,Mountains of the Moon 1990,33796,1322196,tt0100196
368,513,The Busy Body,1966,Donald E. Westlake,The Busy Body,1967,The Busy Body 1967,29510,1358044,tt0061431
369,515,BUtterfield 8,1935,John O'Hara,BUtterfield 8,1960,BUtterfield 8 1960,23724,49715,tt0053622
370,516,By the Great Horn Spoon!,1963,Sid Fleischman,The Adventures of Bullwhip Griffin,1967,The Adventures of Bullwhip Griffin 1967,20237,596246,tt0061333
